id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,churn,promotion_last_5years,dept,salary,sat_level_cluster,last_eval_cluster,avg_month_hr_cluster,satisfaction_level^1xlast_evaluation^1,satisfaction_level^1xnumber_project^1,satisfaction_level^1xaverage_montly_hours^1,satisfaction_level^1xtime_spend_company^1,last_evaluation^1xnumber_project^1,last_evaluation^1xaverage_montly_hours^1,last_evaluation^1xtime_spend_company^1,number_project^1xaverage_montly_hours^1,number_project^1xtime_spend_company^1,average_montly_hours^1xtime_spend_company^1
147,0.11,0.87,6,306,4,0,1,0,IT,low,very unsatisfied,very high performance,high hr,0.0957,0.66,33.660000000000004,0.44,5.22,266.21999999999997,3.48,1836.0,24.0,1224.0
148,0.84,0.88,4,263,5,1,1,0,marketing,low,very satisfied,very high performance,high hr,0.7392,3.36,220.92,4.2,3.52,231.44,4.4,1052.0,20.0,1315.0
149,0.39,0.5,2,147,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.195,0.78,57.330000000000005,1.17,1.0,73.5,1.5,294.0,6.0,441.0
150,0.11,0.91,6,278,4,0,1,0,marketing,low,very unsatisfied,very high performance,high hr,0.10010000000000001,0.66,30.580000000000002,0.44,5.46,252.98000000000002,3.64,1668.0,24.0,1112.0
151,0.45,0.56,2,154,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.25200000000000006,0.9,69.3,1.35,1.12,86.24000000000001,1.6800000000000002,308.0,6.0,462.0
152,0.37,0.52,2,143,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.19240000000000002,0.74,52.91,1.1099999999999999,1.04,74.36,1.56,286.0,6.0,429.0
153,0.4,0.52,2,155,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.20800000000000002,0.8,62.0,1.2000000000000002,1.04,80.60000000000001,1.56,310.0,6.0,465.0
154,0.39,0.48,2,160,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.1872,0.78,62.400000000000006,1.17,0.96,76.8,1.44,320.0,6.0,480.0
155,0.11,0.8,6,304,4,0,1,0,accounting,low,very unsatisfied,high performance,high hr,0.08800000000000001,0.66,33.44,0.44,4.800000000000001,243.20000000000002,3.2,1824.0,24.0,1216.0
156,0.83,1.0,5,240,5,0,1,0,support,low,very satisfied,very high performance,high hr,0.83,4.1499999999999995,199.2,4.1499999999999995,5.0,240.0,5.0,1200.0,25.0,1200.0
157,0.11,0.92,6,305,4,0,1,0,technical,low,very unsatisfied,very high performance,high hr,0.1012,0.66,33.55,0.44,5.5200000000000005,280.6,3.68,1830.0,24.0,1220.0
158,0.39,0.5,2,136,3,0,1,0,management,low,unsatisfied,low performance,low hr,0.195,0.78,53.04,1.17,1.0,68.0,1.5,272.0,6.0,408.0
159,0.45,0.45,2,132,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.2025,0.9,59.4,1.35,0.9,59.4,1.35,264.0,6.0,396.0
160,0.1,0.95,7,301,4,0,1,0,marketing,low,very unsatisfied,very high performance,high hr,0.095,0.7000000000000001,30.1,0.4,6.6499999999999995,285.95,3.8,2107.0,28.0,1204.0
161,0.9,0.98,5,243,6,0,1,0,marketing,low,very satisfied,very high performance,high hr,0.882,4.5,218.70000000000002,5.4,4.9,238.14,5.88,1215.0,30.0,1458.0
162,0.45,0.51,2,147,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.2295,0.9,66.15,1.35,1.02,74.97,1.53,294.0,6.0,441.0
163,0.79,0.89,5,239,5,0,1,0,sales,low,very satisfied,very high performance,high hr,0.7031000000000001,3.95,188.81,3.95,4.45,212.71,4.45,1195.0,25.0,1195.0
164,0.9,0.99,5,260,5,0,1,0,sales,low,very satisfied,very high performance,high hr,0.891,4.5,234.0,4.5,4.95,257.4,4.95,1300.0,25.0,1300.0
165,0.11,0.84,7,296,4,0,1,0,sales,low,very unsatisfied,high performance,high hr,0.0924,0.77,32.56,0.44,5.88,248.64,3.36,2072.0,28.0,1184.0
166,0.43,0.55,2,129,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.23650000000000002,0.86,55.47,1.29,1.1,70.95,1.6500000000000001,258.0,6.0,387.0
167,0.31,0.54,5,132,5,0,1,0,sales,low,unsatisfied,low performance,low hr,0.16740000000000002,1.55,40.92,1.55,2.7,71.28,2.7,660.0,25.0,660.0
168,0.32,0.5,2,135,5,0,1,0,sales,low,unsatisfied,low performance,low hr,0.16,0.64,43.2,1.6,1.0,67.5,2.5,270.0,10.0,675.0
169,0.45,0.57,2,158,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.2565,0.9,71.10000000000001,1.35,1.14,90.05999999999999,1.71,316.0,6.0,474.0
170,0.81,0.99,4,259,5,0,1,0,sales,low,very satisfied,very high performance,high hr,0.8019000000000001,3.24,209.79000000000002,4.050000000000001,3.96,256.41,4.95,1036.0,20.0,1295.0
171,0.41,0.46,2,160,3,0,1,1,sales,low,unsatisfied,low performance,low hr,0.1886,0.82,65.6,1.23,0.92,73.60000000000001,1.3800000000000001,320.0,6.0,480.0
172,0.11,0.78,7,278,4,0,1,0,sales,low,very unsatisfied,high performance,high hr,0.0858,0.77,30.580000000000002,0.44,5.46,216.84,3.12,1946.0,28.0,1112.0
173,0.1,0.88,6,284,4,0,1,0,sales,low,very unsatisfied,very high performance,high hr,0.08800000000000001,0.6000000000000001,28.400000000000002,0.4,5.28,249.92,3.52,1704.0,24.0,1136.0
174,0.7,0.53,2,274,4,0,1,0,sales,low,satisfied,low performance,high hr,0.371,1.4,191.79999999999998,2.8,1.06,145.22,2.12,548.0,8.0,1096.0
175,0.54,0.74,4,164,2,0,1,0,sales,low,unsatisfied,high performance,low hr,0.3996,2.16,88.56,1.08,2.96,121.36,1.48,656.0,8.0,328.0
176,0.41,0.48,2,148,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.19679999999999997,0.82,60.68,1.23,0.96,71.03999999999999,1.44,296.0,6.0,444.0
177,0.38,0.5,2,140,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.19,0.76,53.2,1.1400000000000001,1.0,70.0,1.5,280.0,6.0,420.0
178,0.37,0.51,2,127,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.1887,0.74,46.99,1.1099999999999999,1.02,64.77,1.53,254.0,6.0,381.0
179,0.11,0.85,6,308,5,0,1,0,sales,medium,very unsatisfied,high performance,high hr,0.0935,0.66,33.88,0.55,5.1,261.8,4.25,1848.0,30.0,1540.0
180,0.4,0.47,2,146,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.188,0.8,58.400000000000006,1.2000000000000002,0.94,68.61999999999999,1.41,292.0,6.0,438.0
181,0.1,0.84,6,261,4,0,1,0,accounting,medium,very unsatisfied,high performance,high hr,0.084,0.6000000000000001,26.1,0.4,5.04,219.23999999999998,3.36,1566.0,24.0,1044.0
182,0.89,0.99,5,257,5,0,1,0,accounting,medium,very satisfied,very high performance,high hr,0.8811,4.45,228.73,4.45,4.95,254.43,4.95,1285.0,25.0,1285.0
183,0.11,0.8,6,285,4,0,1,0,accounting,medium,very unsatisfied,high performance,high hr,0.08800000000000001,0.66,31.35,0.44,4.800000000000001,228.0,3.2,1710.0,24.0,1140.0
184,0.36,0.55,2,141,3,0,1,0,hr,medium,unsatisfied,low performance,low hr,0.198,0.72,50.76,1.08,1.1,77.55000000000001,1.6500000000000001,282.0,6.0,423.0
185,0.4,0.46,2,127,3,0,1,0,hr,medium,unsatisfied,low performance,low hr,0.18400000000000002,0.8,50.800000000000004,1.2000000000000002,0.92,58.42,1.3800000000000001,254.0,6.0,381.0
186,0.09,0.85,6,297,4,0,1,0,hr,medium,very unsatisfied,high performance,high hr,0.0765,0.54,26.73,0.36,5.1,252.45,3.4,1782.0,24.0,1188.0
187,0.4,0.46,2,143,3,0,1,0,hr,medium,unsatisfied,low performance,low hr,0.18400000000000002,0.8,57.2,1.2000000000000002,0.92,65.78,1.3800000000000001,286.0,6.0,429.0
188,0.37,0.55,2,152,3,0,1,0,technical,medium,unsatisfied,low performance,low hr,0.20350000000000001,0.74,56.24,1.1099999999999999,1.1,83.60000000000001,1.6500000000000001,304.0,6.0,456.0
189,0.44,0.51,2,156,3,0,1,0,technical,high,unsatisfied,low performance,low hr,0.22440000000000002,0.88,68.64,1.32,1.02,79.56,1.53,312.0,6.0,468.0
190,0.09,0.8,7,283,5,0,1,0,technical,low,very unsatisfied,high performance,high hr,0.072,0.63,25.47,0.44999999999999996,5.6000000000000005,226.4,4.0,1981.0,35.0,1415.0
191,0.92,0.87,4,226,6,1,1,0,technical,medium,very satisfied,very high performance,med hr,0.8004,3.68,207.92000000000002,5.5200000000000005,3.48,196.62,5.22,904.0,24.0,1356.0
192,0.74,0.91,4,232,5,0,1,0,technical,medium,satisfied,very high performance,high hr,0.6734,2.96,171.68,3.7,3.64,211.12,4.55,928.0,20.0,1160.0
193,0.09,0.82,6,249,4,0,1,0,technical,medium,very unsatisfied,high performance,high hr,0.07379999999999999,0.54,22.41,0.36,4.92,204.17999999999998,3.28,1494.0,24.0,996.0
194,0.89,0.95,4,275,5,0,1,0,technical,medium,very satisfied,very high performance,high hr,0.8454999999999999,3.56,244.75,4.45,3.8,261.25,4.75,1100.0,20.0,1375.0
195,0.09,0.8,6,304,4,0,1,0,technical,low,very unsatisfied,high performance,high hr,0.072,0.54,27.36,0.36,4.800000000000001,243.20000000000002,3.2,1824.0,24.0,1216.0
196,0.27,0.54,7,278,3,0,1,0,technical,low,very unsatisfied,low performance,high hr,0.1458,1.8900000000000001,75.06,0.81,3.7800000000000002,150.12,1.62,1946.0,21.0,834.0
197,0.1,0.91,6,287,4,0,1,0,technical,low,very unsatisfied,very high performance,high hr,0.09100000000000001,0.6000000000000001,28.700000000000003,0.4,5.46,261.17,3.64,1722.0,24.0,1148.0
198,0.1,0.89,7,285,4,0,1,0,technical,low,very unsatisfied,very high performance,high hr,0.08900000000000001,0.7000000000000001,28.5,0.4,6.23,253.65,3.56,1995.0,28.0,1140.0
199,0.77,0.94,5,226,6,0,1,0,support,low,satisfied,very high performance,med hr,0.7238,3.85,174.02,4.62,4.699999999999999,212.44,5.64,1130.0,30.0,1356.0
200,0.9,0.82,5,259,5,0,1,0,support,low,very satisfied,high performance,high hr,0.738,4.5,233.1,4.5,4.1,212.38,4.1,1295.0,25.0,1295.0
201,0.39,0.5,2,135,3,0,1,0,support,low,unsatisfied,low performance,low hr,0.195,0.78,52.65,1.17,1.0,67.5,1.5,270.0,6.0,405.0
202,0.76,1.0,5,219,5,0,1,0,support,low,satisfied,very high performance,med hr,0.76,3.8,166.44,3.8,5.0,219.0,5.0,1095.0,25.0,1095.0
203,0.1,0.93,6,256,4,0,1,0,support,low,very unsatisfied,very high performance,high hr,0.09300000000000001,0.6000000000000001,25.6,0.4,5.58,238.08,3.72,1536.0,24.0,1024.0
204,0.87,0.9,5,254,6,0,1,0,support,low,very satisfied,very high performance,high hr,0.783,4.35,220.98,5.22,4.5,228.6,5.4,1270.0,30.0,1524.0
205,0.38,0.5,2,153,3,0,1,0,support,low,unsatisfied,low performance,low hr,0.19,0.76,58.14,1.1400000000000001,1.0,76.5,1.5,306.0,6.0,459.0
206,0.77,0.99,5,228,5,0,1,0,support,low,satisfied,very high performance,med hr,0.7623,3.85,175.56,3.85,4.95,225.72,4.95,1140.0,25.0,1140.0
207,0.78,0.87,4,228,5,0,1,0,support,low,satisfied,very high performance,med hr,0.6786,3.12,177.84,3.9000000000000004,3.48,198.35999999999999,4.35,912.0,20.0,1140.0
208,0.44,0.5,2,128,3,0,1,0,support,low,unsatisfied,low performance,low hr,0.22,0.88,56.32,1.32,1.0,64.0,1.5,256.0,6.0,384.0
209,0.38,0.52,2,153,3,0,1,0,support,low,unsatisfied,low performance,low hr,0.1976,0.76,58.14,1.1400000000000001,1.04,79.56,1.56,306.0,6.0,459.0
210,0.43,0.46,2,156,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.1978,0.86,67.08,1.29,0.92,71.76,1.3800000000000001,312.0,6.0,468.0
211,0.39,0.5,4,294,3,0,1,0,technical,low,unsatisfied,low performance,high hr,0.195,1.56,114.66000000000001,1.17,2.0,147.0,1.5,1176.0,12.0,882.0
212,0.88,1.0,5,219,5,0,1,0,technical,low,very satisfied,very high performance,med hr,0.88,4.4,192.72,4.4,5.0,219.0,5.0,1095.0,25.0,1095.0
213,0.45,0.46,2,153,3,0,1,0,management,low,unsatisfied,low performance,low hr,0.20700000000000002,0.9,68.85000000000001,1.35,0.92,70.38000000000001,1.3800000000000001,306.0,6.0,459.0
214,0.4,0.53,2,151,3,0,1,0,IT,low,unsatisfied,low performance,low hr,0.21200000000000002,0.8,60.400000000000006,1.2000000000000002,1.06,80.03,1.59,302.0,6.0,453.0
215,0.36,0.51,2,155,3,0,1,0,IT,low,unsatisfied,low performance,low hr,0.18359999999999999,0.72,55.8,1.08,1.02,79.05,1.53,310.0,6.0,465.0
216,0.36,0.48,2,158,3,0,1,0,IT,low,unsatisfied,low performance,low hr,0.17279999999999998,0.72,56.879999999999995,1.08,0.96,75.84,1.44,316.0,6.0,474.0
217,0.9,0.98,5,245,5,0,1,0,IT,low,very satisfied,very high performance,high hr,0.882,4.5,220.5,4.5,4.9,240.1,4.9,1225.0,25.0,1225.0
218,0.43,0.53,2,131,3,0,1,0,IT,low,unsatisfied,low performance,low hr,0.22790000000000002,0.86,56.33,1.29,1.06,69.43,1.59,262.0,6.0,393.0
219,0.89,0.87,5,225,5,0,1,0,product_mng,low,very satisfied,very high performance,med hr,0.7743,4.45,200.25,4.45,4.35,195.75,4.35,1125.0,25.0,1125.0
220,0.1,0.84,6,286,4,0,1,0,product_mng,low,very unsatisfied,high performance,high hr,0.084,0.6000000000000001,28.6,0.4,5.04,240.23999999999998,3.36,1716.0,24.0,1144.0
221,0.37,0.5,2,135,3,0,1,0,product_mng,low,unsatisfied,low performance,low hr,0.185,0.74,49.95,1.1099999999999999,1.0,67.5,1.5,270.0,6.0,405.0
222,0.37,0.51,2,153,3,0,1,0,product_mng,low,unsatisfied,low performance,low hr,0.1887,0.74,56.61,1.1099999999999999,1.02,78.03,1.53,306.0,6.0,459.0
223,0.87,0.9,5,252,5,0,1,0,IT,low,very satisfied,very high performance,high hr,0.783,4.35,219.24,4.35,4.5,226.8,4.5,1260.0,25.0,1260.0
224,0.4,0.56,2,149,3,0,1,0,accounting,low,unsatisfied,low performance,low hr,0.22400000000000003,0.8,59.6,1.2000000000000002,1.12,83.44000000000001,1.6800000000000002,298.0,6.0,447.0
225,0.9,0.97,4,258,5,0,1,0,accounting,low,very satisfied,very high performance,high hr,0.873,3.6,232.20000000000002,4.5,3.88,250.26,4.85,1032.0,20.0,1290.0
226,0.37,0.46,2,158,3,0,1,0,hr,low,unsatisfied,low performance,low hr,0.17020000000000002,0.74,58.46,1.1099999999999999,0.92,72.68,1.3800000000000001,316.0,6.0,474.0
227,0.44,0.54,2,149,3,0,1,0,hr,low,unsatisfied,low performance,low hr,0.2376,0.88,65.56,1.32,1.08,80.46000000000001,1.62,298.0,6.0,447.0
228,0.85,0.95,5,236,5,0,1,0,hr,low,very satisfied,very high performance,high hr,0.8075,4.25,200.6,4.25,4.75,224.2,4.75,1180.0,25.0,1180.0
229,0.78,0.98,5,239,6,0,1,0,marketing,low,satisfied,very high performance,high hr,0.7644,3.9000000000000004,186.42000000000002,4.68,4.9,234.22,5.88,1195.0,30.0,1434.0
230,0.42,0.47,2,159,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.1974,0.84,66.78,1.26,0.94,74.72999999999999,1.41,318.0,6.0,477.0
231,0.92,0.99,5,255,6,0,1,0,sales,low,very satisfied,very high performance,high hr,0.9108,4.6000000000000005,234.60000000000002,5.5200000000000005,4.95,252.45,5.9399999999999995,1275.0,30.0,1530.0
232,0.11,0.83,6,244,4,0,1,0,accounting,low,very unsatisfied,high performance,high hr,0.09129999999999999,0.66,26.84,0.44,4.9799999999999995,202.51999999999998,3.32,1464.0,24.0,976.0
233,0.42,0.56,2,134,3,0,1,0,support,low,unsatisfied,low performance,low hr,0.23520000000000002,0.84,56.28,1.26,1.12,75.04,1.6800000000000002,268.0,6.0,402.0
234,0.48,0.57,4,270,4,0,1,0,technical,low,unsatisfied,low performance,high hr,0.27359999999999995,1.92,129.6,1.92,2.28,153.89999999999998,2.28,1080.0,16.0,1080.0
235,0.83,0.85,4,255,5,0,1,0,management,low,very satisfied,high performance,high hr,0.7054999999999999,3.32,211.64999999999998,4.1499999999999995,3.4,216.75,4.25,1020.0,20.0,1275.0
236,0.4,0.53,2,151,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.21200000000000002,0.8,60.400000000000006,1.2000000000000002,1.06,80.03,1.59,302.0,6.0,453.0
237,0.43,0.45,2,135,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.1935,0.86,58.05,1.29,0.9,60.75,1.35,270.0,6.0,405.0
238,0.43,0.53,2,146,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.22790000000000002,0.86,62.78,1.29,1.06,77.38000000000001,1.59,292.0,6.0,438.0
239,0.1,0.97,7,254,4,0,1,0,sales,low,very unsatisfied,very high performance,high hr,0.097,0.7000000000000001,25.400000000000002,0.4,6.79,246.38,3.88,1778.0,28.0,1016.0
240,0.1,0.87,7,289,4,0,1,0,sales,low,very unsatisfied,very high performance,high hr,0.08700000000000001,0.7000000000000001,28.900000000000002,0.4,6.09,251.43,3.48,2023.0,28.0,1156.0
241,0.37,0.46,2,156,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.17020000000000002,0.74,57.72,1.1099999999999999,0.92,71.76,1.3800000000000001,312.0,6.0,468.0
242,0.38,0.53,2,156,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.20140000000000002,0.76,59.28,1.1400000000000001,1.06,82.68,1.59,312.0,6.0,468.0
243,0.4,0.5,2,128,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.2,0.8,51.2,1.2000000000000002,1.0,64.0,1.5,256.0,6.0,384.0
244,0.89,0.86,5,275,5,0,1,0,sales,low,very satisfied,very high performance,high hr,0.7654,4.45,244.75,4.45,4.3,236.5,4.3,1375.0,25.0,1375.0
245,0.45,0.46,2,155,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.20700000000000002,0.9,69.75,1.35,0.92,71.3,1.3800000000000001,310.0,6.0,465.0
246,0.37,0.48,2,159,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.17759999999999998,0.74,58.83,1.1099999999999999,0.96,76.32,1.44,318.0,6.0,477.0
247,0.46,0.49,2,148,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.22540000000000002,0.92,68.08,1.3800000000000001,0.98,72.52,1.47,296.0,6.0,444.0
248,0.87,0.91,4,228,5,0,1,0,sales,low,very satisfied,very high performance,med hr,0.7917000000000001,3.48,198.35999999999999,4.35,3.64,207.48000000000002,4.55,912.0,20.0,1140.0
249,0.11,0.84,6,298,4,0,1,0,sales,low,very unsatisfied,high performance,high hr,0.0924,0.66,32.78,0.44,5.04,250.32,3.36,1788.0,24.0,1192.0
250,0.79,0.87,5,261,5,0,1,0,sales,low,very satisfied,very high performance,high hr,0.6873,3.95,206.19,3.95,4.35,227.07,4.35,1305.0,25.0,1305.0
251,0.79,0.92,5,254,6,0,1,0,sales,low,very satisfied,very high performance,high hr,0.7268000000000001,3.95,200.66,4.74,4.6000000000000005,233.68,5.5200000000000005,1270.0,30.0,1524.0
252,0.19,0.59,7,192,3,0,1,0,sales,low,very unsatisfied,average performance,med hr,0.11209999999999999,1.33,36.480000000000004,0.5700000000000001,4.13,113.28,1.77,1344.0,21.0,576.0
253,0.87,0.98,4,248,5,0,1,0,sales,low,very satisfied,very high performance,high hr,0.8526,3.48,215.76,4.35,3.92,243.04,4.9,992.0,20.0,1240.0
254,0.6,0.92,2,258,5,0,1,0,sales,low,satisfied,very high performance,high hr,0.552,1.2,154.79999999999998,3.0,1.84,237.36,4.6000000000000005,516.0,10.0,1290.0
255,0.44,0.45,2,156,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.198,0.88,68.64,1.32,0.9,70.2,1.35,312.0,6.0,468.0
256,0.11,0.81,6,266,4,1,1,0,sales,medium,very unsatisfied,high performance,high hr,0.08910000000000001,0.66,29.26,0.44,4.86,215.46,3.24,1596.0,24.0,1064.0
257,0.42,0.54,2,156,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.2268,0.84,65.52,1.26,1.08,84.24000000000001,1.62,312.0,6.0,468.0
258,0.88,0.88,5,232,5,1,1,0,accounting,medium,very satisfied,very high performance,high hr,0.7744,4.4,204.16,4.4,4.4,204.16,4.4,1160.0,25.0,1160.0
259,0.11,0.84,6,287,4,0,1,0,accounting,medium,very unsatisfied,high performance,high hr,0.0924,0.66,31.57,0.44,5.04,241.07999999999998,3.36,1722.0,24.0,1148.0
260,0.46,0.46,2,154,3,0,1,0,accounting,medium,unsatisfied,low performance,low hr,0.2116,0.92,70.84,1.3800000000000001,0.92,70.84,1.3800000000000001,308.0,6.0,462.0
261,0.82,0.97,5,263,5,0,1,0,hr,medium,very satisfied,very high performance,high hr,0.7953999999999999,4.1,215.66,4.1,4.85,255.10999999999999,4.85,1315.0,25.0,1315.0
262,0.44,0.56,2,131,3,0,1,0,hr,medium,unsatisfied,low performance,low hr,0.24640000000000004,0.88,57.64,1.32,1.12,73.36000000000001,1.6800000000000002,262.0,6.0,393.0
263,0.11,0.78,6,260,4,0,1,0,hr,medium,very unsatisfied,high performance,high hr,0.0858,0.66,28.6,0.44,4.68,202.8,3.12,1560.0,24.0,1040.0
264,0.42,0.5,2,139,3,0,1,0,hr,medium,unsatisfied,low performance,low hr,0.21,0.84,58.379999999999995,1.26,1.0,69.5,1.5,278.0,6.0,417.0
265,0.84,0.93,4,251,5,0,1,0,technical,medium,very satisfied,very high performance,high hr,0.7812,3.36,210.84,4.2,3.72,233.43,4.65,1004.0,20.0,1255.0
266,0.11,0.95,6,286,4,0,1,0,technical,medium,very unsatisfied,very high performance,high hr,0.1045,0.66,31.46,0.44,5.699999999999999,271.7,3.8,1716.0,24.0,1144.0
267,0.45,0.53,2,129,3,0,1,0,technical,high,unsatisfied,low performance,low hr,0.23850000000000002,0.9,58.050000000000004,1.35,1.06,68.37,1.59,258.0,6.0,387.0
268,0.38,0.56,2,156,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.21280000000000002,0.76,59.28,1.1400000000000001,1.12,87.36000000000001,1.6800000000000002,312.0,6.0,468.0
269,0.38,0.86,6,139,6,0,1,0,technical,medium,unsatisfied,very high performance,low hr,0.3268,2.2800000000000002,52.82,2.2800000000000002,5.16,119.53999999999999,5.16,834.0,36.0,834.0
270,0.44,0.51,2,127,3,0,1,0,technical,medium,unsatisfied,low performance,low hr,0.22440000000000002,0.88,55.88,1.32,1.02,64.77,1.53,254.0,6.0,381.0
271,0.11,0.84,6,251,4,0,1,0,technical,medium,very unsatisfied,high performance,high hr,0.0924,0.66,27.61,0.44,5.04,210.84,3.36,1506.0,24.0,1004.0
272,0.81,0.93,5,270,5,0,1,0,technical,medium,very satisfied,very high performance,high hr,0.7533000000000001,4.050000000000001,218.70000000000002,4.050000000000001,4.65,251.10000000000002,4.65,1350.0,25.0,1350.0
273,0.09,0.96,6,296,4,0,1,0,technical,low,very unsatisfied,very high performance,high hr,0.08639999999999999,0.54,26.64,0.36,5.76,284.15999999999997,3.84,1776.0,24.0,1184.0
274,0.11,0.9,6,254,4,0,1,0,technical,low,very unsatisfied,very high performance,high hr,0.099,0.66,27.94,0.44,5.4,228.6,3.6,1524.0,24.0,1016.0
275,0.81,0.95,5,238,6,0,1,0,technical,low,very satisfied,very high performance,high hr,0.7695,4.050000000000001,192.78,4.86,4.75,226.1,5.699999999999999,1190.0,30.0,1428.0
276,0.1,0.97,6,267,4,1,1,0,support,low,very unsatisfied,very high performance,high hr,0.097,0.6000000000000001,26.700000000000003,0.4,5.82,258.99,3.88,1602.0,24.0,1068.0
277,0.74,0.89,5,229,6,0,1,0,support,low,satisfied,very high performance,med hr,0.6586,3.7,169.46,4.4399999999999995,4.45,203.81,5.34,1145.0,30.0,1374.0
278,0.09,0.78,6,254,4,0,1,0,support,low,very unsatisfied,high performance,high hr,0.0702,0.54,22.86,0.36,4.68,198.12,3.12,1524.0,24.0,1016.0
279,0.82,0.81,4,233,4,1,1,0,support,low,very satisfied,high performance,high hr,0.6642,3.28,191.06,3.28,3.24,188.73000000000002,3.24,932.0,16.0,932.0
280,0.1,0.98,6,268,4,0,1,0,support,low,very unsatisfied,very high performance,high hr,0.098,0.6000000000000001,26.8,0.4,5.88,262.64,3.92,1608.0,24.0,1072.0
281,0.27,0.56,3,301,3,0,1,0,support,low,very unsatisfied,low performance,high hr,0.15120000000000003,0.81,81.27000000000001,0.81,1.6800000000000002,168.56,1.6800000000000002,903.0,9.0,903.0
282,0.83,0.92,5,267,6,0,1,0,support,low,very satisfied,very high performance,high hr,0.7636,4.1499999999999995,221.60999999999999,4.9799999999999995,4.6000000000000005,245.64000000000001,5.5200000000000005,1335.0,30.0,1602.0
283,0.1,0.93,6,289,4,1,1,0,support,low,very unsatisfied,very high performance,high hr,0.09300000000000001,0.6000000000000001,28.900000000000002,0.4,5.58,268.77000000000004,3.72,1734.0,24.0,1156.0
284,0.38,0.47,2,144,3,0,1,0,support,low,unsatisfied,low performance,low hr,0.17859999999999998,0.76,54.72,1.1400000000000001,0.94,67.67999999999999,1.41,288.0,6.0,432.0
285,0.4,0.56,2,148,3,0,1,0,support,low,unsatisfied,low performance,low hr,0.22400000000000003,0.8,59.2,1.2000000000000002,1.12,82.88000000000001,1.6800000000000002,296.0,6.0,444.0
